Tonic,Scale_Type,FL_Stamp,Degree,Roman,PitchClass,MIDI,Frequency_Hz,Semitone_Offset,Cents_from_Tonic,ET_Ratio,Interval_Label,Hue_deg,Color_Name,Hex,Emotion_Primary,Valence,Arousal
B,Ionian (Major),Major,2,II,C#,73,554.36526,2,200,2^(2/12),M2,30,Orange,#FFA500,"Energetic, Provoked → Drive",+,High
B,Ionian (Major),Major,3,III,D#,75,622.25397,4,400,2^(4/12),M3,90,Yellow-Green,#ADFF2F,"Playful, Curious → Exploration",+,Medium
B,Ionian (Major),Major,4,IV,E,76,659.25511,5,500,2^(5/12),P4,120,Green,#00FF00,"Calm, Peaceful → Center",++,Low-Med
B,Ionian (Major),Major,5,V,F#,78,739.98885,7,700,2^(7/12),P5,180,Cyan,#00FFFF,"Content, Clear-minded → Stability",+,Low
B,Ionian (Major),Major,6,VI,G#,80,830.6094,9,900,2^(9/12),M6,240,Blue,#0000FF,"Reflective, Sensitive (safe processing)",−,Low
B,Ionian (Major),Major,7,VII,A#,82,932.32752,11,1100,2^(11/12),M7,300,Magenta,#FF00FF,"Loving, Thankful → Connection",++,Med
B,Dorian,Dorian,1,I,B,71,493.8833,0,0,2^(0/12),P1,330,Rose,#FF007F,"Proud, Confident → Claim",++,Med-High
B,Dorian,Dorian,2,II,C#,73,554.36526,2,200,2^(2/12),M2,30,Orange,#FFA500,"Energetic, Provoked → Drive",+,High
B,Dorian,Dorian,3,III,D,74,587.32954,3,300,2^(3/12),m3,60,Yellow,#FFFF00,"Joyful, Optimistic → Shine",++,Med-High
B,Dorian,Dorian,4,IV,E,76,659.25511,5,500,2^(5/12),P4,120,Green,#00FF00,"Calm, Peaceful → Center",++,Low-Med
B,Dorian,Dorian,5,V,F#,78,739.98885,7,700,2^(7/12),P5,180,Cyan,#00FFFF,"Content, Clear-minded → Stability",+,Low
B,Dorian,Dorian,6,VI,G#,80,830.6094,9,900,2^(9/12),M6,240,Blue,#0000FF,"Reflective, Sensitive (safe processing)",−,Low
B,Dorian,Dorian,7,VII,A,81,880.0,10,1000,2^(10/12),m7,270,Violet,#8B00FF,"Creative, Inspired → Imagination",+,Med
B,Phrygian,Phrygian,1,I,B,71,493.8833,0,0,2^(0/12),P1,330,Rose,#FF007F,"Proud, Confident → Claim",++,Med-High
B,Phrygian,Phrygian,2,II,C,72,523.25113,1,100,2^(1/12),m2,0,Red,#FF0000,Angry → Courageous (assertive action),− → +,High
B,Phrygian,Phrygian,3,III,D,74,587.32954,3,300,2^(3/12),m3,60,Yellow,#FFFF00,"Joyful, Optimistic → Shine",++,Med-High
B,Phrygian,Phrygian,4,IV,E,76,659.25511,5,500,2^(5/12),P4,120,Green,#00FF00,"Calm, Peaceful → Center",++,Low-Med
B,Phrygian,Phrygian,5,V,F#,78,739.98885,7,700,2^(7/12),P5,180,Cyan,#00FFFF,"Content, Clear-minded → Stability",+,Low
B,Phrygian,Phrygian,6,VI,G,79,783.99087,8,800,2^(8/12),m6,210,Azure,#007FFF,"Interested, Inquisitive → Focus",+,Med
B,Phrygian,Phrygian,7,VII,A,81,880.0,10,1000,2^(10/12),m7,270,Violet,#8B00FF,"Creative, Inspired → Imagination",+,Med
B,Lydian,Lydian,1,I,B,71,493.8833,0,0,2^(0/12),P1,330,Rose,#FF007F,"Proud, Confident → Claim",++,Med-High
B,Lydian,Lydian,2,II,C#,73,554.36526,2,200,2^(2/12),M2,30,Orange,#FFA500,"Energetic, Provoked → Drive",+,High
B,Lydian,Lydian,3,III,D#,75,622.25397,4,400,2^(4/12),M3,90,Yellow-Green,#ADFF2F,"Playful, Curious → Exploration",+,Medium
B,Lydian,Lydian,4,IV,F,77,698.45646,6,600,2^(6/12),TT,150,Spring Green,#00FF7F,"Trusting, Intimate → Bond",++,Low-Med
B,Lydian,Lydian,5,V,F#,78,739.98885,7,700,2^(7/12),P5,180,Cyan,#00FFFF,"Content, Clear-minded → Stability",+,Low
B,Lydian,Lydian,6,VI,G#,80,830.6094,9,900,2^(9/12),M6,240,Blue,#0000FF,"Reflective, Sensitive (safe processing)",−,Low
B,Lydian,Lydian,7,VII,A#,82,932.32752,11,1100,2^(11/12),M7,300,Magenta,#FF00FF,"Loving, Thankful → Connection",++,Med
B,Mixolydian,Mixolydian,1,I,B,71,493.8833,0,0,2^(0/12),P1,330,Rose,#FF007F,"Proud, Confident → Claim",++,Med-High
B,Mixolydian,Mixolydian,2,II,C#,73,554.36526,2,200,2^(2/12),M2,30,Orange,#FFA500,"Energetic, Provoked → Drive",+,High
B,Mixolydian,Mixolydian,3,III,D#,75,622.25397,4,400,2^(4/12),M3,90,Yellow-Green,#ADFF2F,"Playful, Curious → Exploration",+,Medium
B,Mixolydian,Mixolydian,4,IV,E,76,659.25511,5,500,2^(5/12),P4,120,Green,#00FF00,"Calm, Peaceful → Center",++,Low-Med
B,Mixolydian,Mixolydian,5,V,F#,78,739.98885,7,700,2^(7/12),P5,180,Cyan,#00FFFF,"Content, Clear-minded → Stability",+,Low
B,Mixolydian,Mixolydian,6,VI,G#,80,830.6094,9,900,2^(9/12),M6,240,Blue,#0000FF,"Reflective, Sensitive (safe processing)",−,Low
B,Mixolydian,Mixolydian,7,VII,A,81,880.0,10,1000,2^(10/12),m7,270,Violet,#8B00FF,"Creative, Inspired → Imagination",+,Med
B,Aeolian (Natural Minor),Natural Minor,1,I,B,71,493.8833,0,0,2^(0/12),P1,330,Rose,#FF007F,"Proud, Confident → Claim",++,Med-High
B,Aeolian (Natural Minor),Natural Minor,2,II,C#,73,554.36526,2,200,2^(2/12),M2,30,Orange,#FFA500,"Energetic, Provoked → Drive",+,High
B,Aeolian (Natural Minor),Natural Minor,3,III,D,74,587.32954,3,300,2^(3/12),m3,60,Yellow,#FFFF00,"Joyful, Optimistic → Shine",++,Med-High
B,Aeolian (Natural Minor),Natural Minor,4,IV,E,76,659.25511,5,500,2^(5/12),P4,120,Green,#00FF00,"Calm, Peaceful → Center",++,Low-Med
B,Aeolian (Natural Minor),Natural Minor,5,V,F#,78,739.98885,7,700,2^(7/12),P5,180,Cyan,#00FFFF,"Content, Clear-minded → Stability",+,Low
B,Aeolian (Natural Minor),Natural Minor,6,VI,G,79,783.99087,8,800,2^(8/12),m6,210,Azure,#007FFF,"Interested, Inquisitive → Focus",+,Med
B,Aeolian (Natural Minor),Natural Minor,7,VII,A,81,880.0,10,1000,2^(10/12),m7,270,Violet,#8B00FF,"Creative, Inspired → Imagination",+,Med
B,Locrian,Locrian,1,I,B,71,493.8833,0,0,2^(0/12),P1,330,Rose,#FF007F,"Proud, Confident → Claim",++,Med-High
B,Locrian,Locrian,2,II,C,72,523.25113,1,100,2^(1/12),m2,0,Red,#FF0000,Angry → Courageous (assertive action),− → +,High
B,Locrian,Locrian,3,III,D,74,587.32954,3,300,2^(3/12),m3,60,Yellow,#FFFF00,"Joyful, Optimistic → Shine",++,Med-High
B,Locrian,Locrian,4,IV,E,76,659.25511,5,500,2^(5/12),P4,120,Green,#00FF00,"Calm, Peaceful → Center",++,Low-Med
B,Locrian,Locrian,5,V,F,77,698.45646,6,600,2^(6/12),TT,150,Spring Green,#00FF7F,"Trusting, Intimate → Bond",++,Low-Med
B,Locrian,Locrian,6,VI,G,79,783.99087,8,800,2^(8/12),m6,210,Azure,#007FFF,"Interested, Inquisitive → Focus",+,Med
B,Locrian,Locrian,7,VII,A,81,880.0,10,1000,2^(10/12),m7,270,Violet,#8B00FF,"Creative, Inspired → Imagination",+,Med
B,Harmonic Minor,Harmonic Minor,1,I,B,71,493.8833,0,0,2^(0/12),P1,330,Rose,#FF007F,"Proud, Confident → Claim",++,Med-High
B,Harmonic Minor,Harmonic Minor,2,II,C#,73,554.36526,2,200,2^(2/12),M2,30,Orange,#FFA500,"Energetic, Provoked → Drive",+,High
B,Harmonic Minor,Harmonic Minor,3,III,D,74,587.32954,3,300,2^(3/12),m3,60,Yellow,#FFFF00,"Joyful, Optimistic → Shine",++,Med-High
B,Harmonic Minor,Harmonic Minor,4,IV,E,76,659.25511,5,500,2^(5/12),P4,120,Green,#00FF00,"Calm, Peaceful → Center",++,Low-Med
B,Harmonic Minor,Harmonic Minor,5,V,F#,78,739.98885,7,700,2^(7/12),P5,180,Cyan,#00FFFF,"Content, Clear-minded → Stability",+,Low
B,Harmonic Minor,Harmonic Minor,6,VI,G,79,783.99087,8,800,2^(8/12),m6,210,Azure,#007FFF,"Interested, Inquisitive → Focus",+,Med
B,Harmonic Minor,Harmonic Minor,7,VII,A#,82,932.32752,11,1100,2^(11/12),M7,300,Magenta,#FF00FF,"Loving, Thankful → Connection",++,Med
B,Melodic Minor (Ascending),Melodic Minor,1,I,B,71,493.8833,0,0,2^(0/12),P1,330,Rose,#FF007F,"Proud, Confident → Claim",++,Med-High
B,Melodic Minor (Ascending),Melodic Minor,2,II,C#,73,554.36526,2,200,2^(2/12),M2,30,Orange,#FFA500,"Energetic, Provoked → Drive",+,High
B,Melodic Minor (Ascending),Melodic Minor,3,III,D,74,587.32954,3,300,2^(3/12),m3,60,Yellow,#FFFF00,"Joyful, Optimistic → Shine",++,Med-High
B,Melodic Minor (Ascending),Melodic Minor,4,IV,E,76,659.25511,5,500,2^(5/12),P4,120,Green,#00FF00,"Calm, Peaceful → Center",++,Low-Med
B,Melodic Minor (Ascending),Melodic Minor,5,V,F#,78,739.98885,7,700,2^(7/12),P5,180,Cyan,#00FFFF,"Content, Clear-minded → Stability",+,Low
B,Melodic Minor (Ascending),Melodic Minor,6,VI,G#,80,830.6094,9,900,2^(9/12),M6,240,Blue,#0000FF,"Reflective, Sensitive (safe processing)",−,Low
B,Melodic Minor (Ascending),Melodic Minor,7,VII,A#,82,932.32752,11,1100,2^(11/12),M7,300,Magenta,#FF00FF,"Loving, Thankful → Connection",++,Med
B,Melodic Minor (Descending=Nat),Natural Minor,1,I,B,71,493.8833,0,0,2^(0/12),P1,330,Rose,#FF007F,"Proud, Confident → Claim",++,Med-High
B,Melodic Minor (Descending=Nat),Natural Minor,2,II,C#,73,554.36526,2,200,2^(2/12),M2,30,Orange,#FFA500,"Energetic, Provoked → Drive",+,High
B,Melodic Minor (Descending=Nat),Natural Minor,3,III,D,74,587.32954,3,300,2^(3/12),m3,60,Yellow,#FFFF00,"Joyful, Optimistic → Shine",++,Med-High
B,Melodic Minor (Descending=Nat),Natural Minor,4,IV,E,76,659.25511,5,500,2^(5/12),P4,120,Green,#00FF00,"Calm, Peaceful → Center",++,Low-Med
B,Melodic Minor (Descending=Nat),Natural Minor,5,V,F#,78,739.98885,7,700,2^(7/12),P5,180,Cyan,#00FFFF,"Content, Clear-minded → Stability",+,Low
B,Melodic Minor (Descending=Nat),Natural Minor,6,VI,G,79,783.99087,8,800,2^(8/12),m6,210,Azure,#007FFF,"Interested, Inquisitive → Focus",+,Med
B,Melodic Minor (Descending=Nat),Natural Minor,7,VII,A,81,880.0,10,1000,2^(10/12),m7,270,Violet,#8B00FF,"Creative, Inspired → Imagination",+,Med
F#,Ionian (Major),Major,1,I,F#,66,369.99442,0,0,2^(0/12),P1,180,Cyan,#00FFFF,"Content, Clear-minded → Stability",+,Low
F#,Ionian (Major),Major,2,II,G#,68,415.3047,2,200,2^(2/12),M2,240,Blue,#0000FF,"Reflective, Sensitive (safe processing)",−,Low
F#,Ionian (Major),Major,3,III,A#,70,466.16376,4,400,2^(4/12),M3,300,Magenta,#FF00FF,"Loving, Thankful → Connection",++,Med
F#,Ionian (Major),Major,4,IV,B,71,493.8833,5,500,2^(5/12),P4,330,Rose,#FF007F,"Proud, Confident → Claim",++,Med-High
F#,Ionian (Major),Major,5,V,C#,73,554.36526,7,700,2^(7/12),P5,30,Orange,#FFA500,"Energetic, Provoked → Drive",+,High
F#,Ionian (Major),Major,6,VI,D#,75,622.25397,9,900,2^(9/12),M6,90,Yellow-Green,#ADFF2F,"Playful, Curious → Exploration",+,Medium
F#,Ionian (Major),Major,7,VII,F,77,698.45646,11,1100,2^(11/12),M7,150,Spring Green,#00FF7F,"Trusting, Intimate → Bond",++,Low-Med
F#,Dorian,Dorian,1,I,F#,66,369.99442,0,0,2^(0/12),P1,180,Cyan,#00FFFF,"Content, Clear-minded → Stability",+,Low
F#,Dorian,Dorian,2,II,G#,68,415.3047,2,200,2^(2/12),M2,240,Blue,#0000FF,"Reflective, Sensitive (safe processing)",−,Low
F#,Dorian,Dorian,3,III,A,69,440.0,3,300,2^(3/12),m3,270,Violet,#8B00FF,"Creative, Inspired → Imagination",+,Med
F#,Dorian,Dorian,4,IV,B,71,493.8833,5,500,2^(5/12),P4,330,Rose,#FF007F,"Proud, Confident → Claim",++,Med-High
F#,Dorian,Dorian,5,V,C#,73,554.36526,7,700,2^(7/12),P5,30,Orange,#FFA500,"Energetic, Provoked → Drive",+,High
F#,Dorian,Dorian,6,VI,D#,75,622.25397,9,900,2^(9/12),M6,90,Yellow-Green,#ADFF2F,"Playful, Curious → Exploration",+,Medium
F#,Dorian,Dorian,7,VII,E,76,659.25511,10,1000,2^(10/12),m7,120,Green,#00FF00,"Calm, Peaceful → Center",++,Low-Med
F#,Phrygian,Phrygian,1,I,F#,66,369.99442,0,0,2^(0/12),P1,180,Cyan,#00FFFF,"Content, Clear-minded → Stability",+,Low
F#,Phrygian,Phrygian,2,II,G,67,391.99544,1,100,2^(1/12),m2,210,Azure,#007FFF,"Interested, Inquisitive → Focus",+,Med
F#,Phrygian,Phrygian,3,III,A,69,440.0,3,300,2^(3/12),m3,270,Violet,#8B00FF,"Creative, Inspired → Imagination",+,Med
F#,Phrygian,Phrygian,4,IV,B,71,493.8833,5,500,2^(5/12),P4,330,Rose,#FF007F,"Proud, Confident → Claim",++,Med-High
F#,Phrygian,Phrygian,5,V,C#,73,554.36526,7,700,2^(7/12),P5,30,Orange,#FFA500,"Energetic, Provoked → Drive",+,High
F#,Phrygian,Phrygian,6,VI,D,74,587.32954,8,800,2^(8/12),m6,60,Yellow,#FFFF00,"Joyful, Optimistic → Shine",++,Med-High
F#,Phrygian,Phrygian,7,VII,E,76,659.25511,10,1000,2^(10/12),m7,120,Green,#00FF00,"Calm, Peaceful → Center",++,Low-Med
F#,Lydian,Lydian,1,I,F#,66,369.99442,0,0,2^(0/12),P1,180,Cyan,#00FFFF,"Content, Clear-minded → Stability",+,Low
F#,Lydian,Lydian,2,II,G#,68,415.3047,2,200,2^(2/12),M2,240,Blue,#0000FF,"Reflective, Sensitive (safe processing)",−,Low
F#,Lydian,Lydian,3,III,A#,70,466.16376,4,400,2^(4/12),M3,300,Magenta,#FF00FF,"Loving, Thankful → Connection",++,Med
F#,Lydian,Lydian,4,IV,C,72,523.25113,6,600,2^(6/12),TT,0,Red,#FF0000,Angry → Courageous (assertive action),− → +,High
F#,Lydian,Lydian,5,V,C#,73,554.36526,7,700,2^(7/12),P5,30,Orange,#FFA500,"Energetic, Provoked → Drive",+,High
F#,Lydian,Lydian,6,VI,D#,75,622.25397,9,900,2^(9/12),M6,90,Yellow-Green,#ADFF2F,"Playful, Curious → Exploration",+,Medium
F#,Lydian,Lydian,7,VII,F,77,698.45646,11,1100,2^(11/12),M7,150,Spring Green,#00FF7F,"Trusting, Intimate → Bond",++,Low-Med
F#,Mixolydian,Mixolydian,1,I,F#,66,369.99442,0,0,2^(0/12),P1,180,Cyan,#00FFFF,"Content, Clear-minded → Stability",+,Low
F#,Mixolydian,Mixolydian,2,II,G#,68,415.3047,2,200,2^(2/12),M2,240,Blue,#0000FF,"Reflective, Sensitive (safe processing)",−,Low
F#,Mixolydian,Mixolydian,3,III,A#,70,466.16376,4,400,2^(4/12),M3,300,Magenta,#FF00FF,"Loving, Thankful → Connection",++,Med
F#,Mixolydian,Mixolydian,4,IV,B,71,493.8833,5,500,2^(5/12),P4,330,Rose,#FF007F,"Proud, Confident → Claim",++,Med-High
F#,Mixolydian,Mixolydian,5,V,C#,73,554.36526,7,700,2^(7/12),P5,30,Orange,#FFA500,"Energetic, Provoked → Drive",+,High
F#,Mixolydian,Mixolydian,6,VI,D#,75,622.25397,9,900,2^(9/12),M6,90,Yellow-Green,#ADFF2F,"Playful, Curious → Exploration",+,Medium
F#,Mixolydian,Mixolydian,7,VII,E,76,659.25511,10,1000,2^(10/12),m7,120,Green,#00FF00,"Calm, Peaceful → Center",++,Low-Med
F#,Aeolian (Natural Minor),Natural Minor,1,I,F#,66,369.99442,0,0,2^(0/12),P1,180,Cyan,#00FFFF,"Content, Clear-minded → Stability",+,Low
F#,Aeolian (Natural Minor),Natural Minor,2,II,G#,68,415.3047,2,200,2^(2/12),M2,240,Blue,#0000FF,"Reflective, Sensitive (safe processing)",−,Low
F#,Aeolian (Natural Minor),Natural Minor,3,III,A,69,440.0,3,300,2^(3/12),m3,270,Violet,#8B00FF,"Creative, Inspired → Imagination",+,Med
F#,Aeolian (Natural Minor),Natural Minor,4,IV,B,71,493.8833,5,500,2^(5/12),P4,330,Rose,#FF007F,"Proud, Confident → Claim",++,Med-High
F#,Aeolian (Natural Minor),Natural Minor,5,V,C#,73,554.36526,7,700,2^(7/12),P5,30,Orange,#FFA500,"Energetic, Provoked → Drive",+,High
F#,Aeolian (Natural Minor),Natural Minor,6,VI,D,74,587.32954,8,800,2^(8/12),m6,60,Yellow,#FFFF00,"Joyful, Optimistic → Shine",++,Med-High
F#,Aeolian (Natural Minor),Natural Minor,7,VII,E,76,659.25511,10,1000,2^(10/12),m7,120,Green,#00FF00,"Calm, Peaceful → Center",++,Low-Med
F#,Locrian,Locrian,1,I,F#,66,369.99442,0,0,2^(0/12),P1,180,Cyan,#00FFFF,"Content, Clear-minded → Stability",+,Low
F#,Locrian,Locrian,2,II,G,67,391.99544,1,100,2^(1/12),m2,210,Azure,#007FFF,"Interested, Inquisitive → Focus",+,Med
F#,Locrian,Locrian,3,III,A,69,440.0,3,300,2^(3/12),m3,270,Violet,#8B00FF,"Creative, Inspired → Imagination",+,Med
F#,Locrian,Locrian,4,IV,B,71,493.8833,5,500,2^(5/12),P4,330,Rose,#FF007F,"Proud, Confident → Claim",++,Med-High
F#,Locrian,Locrian,5,V,C,72,523.25113,6,600,2^(6/12),TT,0,Red,#FF0000,Angry → Courageous (assertive action),− → +,High
F#,Locrian,Locrian,6,VI,D,74,587.32954,8,800,2^(8/12),m6,60,Yellow,#FFFF00,"Joyful, Optimistic → Shine",++,Med-High
F#,Locrian,Locrian,7,VII,E,76,659.25511,10,1000,2^(10/12),m7,120,Green,#00FF00,"Calm, Peaceful → Center",++,Low-Med
F#,Harmonic Minor,Harmonic Minor,1,I,F#,66,369.99442,0,0,2^(0/12),P1,180,Cyan,#00FFFF,"Content, Clear-minded → Stability",+,Low
F#,Harmonic Minor,Harmonic Minor,2,II,G#,68,415.3047,2,200,2^(2/12),M2,240,Blue,#0000FF,"Reflective, Sensitive (safe processing)",−,Low
F#,Harmonic Minor,Harmonic Minor,3,III,A,69,440.0,3,300,2^(3/12),m3,270,Violet,#8B00FF,"Creative, Inspired → Imagination",+,Med
F#,Harmonic Minor,Harmonic Minor,4,IV,B,71,493.8833,5,500,2^(5/12),P4,330,Rose,#FF007F,"Proud, Confident → Claim",++,Med-High
F#,Harmonic Minor,Harmonic Minor,5,V,C#,73,554.36526,7,700,2^(7/12),P5,30,Orange,#FFA500,"Energetic, Provoked → Drive",+,High
F#,Harmonic Minor,Harmonic Minor,6,VI,D,74,587.32954,8,800,2^(8/12),m6,60,Yellow,#FFFF00,"Joyful, Optimistic → Shine",++,Med-High
F#,Harmonic Minor,Harmonic Minor,7,VII,F,77,698.45646,11,1100,2^(11/12),M7,150,Spring Green,#00FF7F,"Trusting, Intimate → Bond",++,Low-Med
F#,Melodic Minor (Ascending),Melodic Minor,1,I,F#,66,369.99442,0,0,2^(0/12),P1,180,Cyan,#00FFFF,"Content, Clear-minded → Stability",+,Low
F#,Melodic Minor (Ascending),Melodic Minor,2,II,G#,68,415.3047,2,200,2^(2/12),M2,240,Blue,#0000FF,"Reflective, Sensitive (safe processing)",−,Low
F#,Melodic Minor (Ascending),Melodic Minor,3,III,A,69,440.0,3,300,2^(3/12),m3,270,Violet,#8B00FF,"Creative, Inspired → Imagination",+,Med
F#,Melodic Minor (Ascending),Melodic Minor,4,IV,B,71,493.8833,5,500,2^(5/12),P4,330,Rose,#FF007F,"Proud, Confident → Claim",++,Med-High
F#,Melodic Minor (Ascending),Melodic Minor,5,V,C#,73,554.36526,7,700,2^(7/12),P5,30,Orange,#FFA500,"Energetic, Provoked → Drive",+,High
F#,Melodic Minor (Ascending),Melodic Minor,6,VI,D#,75,622.25397,9,900,2^(9/12),M6,90,Yellow-Green,#ADFF2F,"Playful, Curious → Exploration",+,Medium
F#,Melodic Minor (Ascending),Melodic Minor,7,VII,F,77,698.45646,11,1100,2^(11/12),M7,150,Spring Green,#00FF7F,"Trusting, Intimate → Bond",++,Low-Med
F#,Melodic Minor (Descending=Nat),Natural Minor,1,I,F#,66,369.99442,0,0,2^(0/12),P1,180,Cyan,#00FFFF,"Content, Clear-minded → Stability",+,Low
F#,Melodic Minor (Descending=Nat),Natural Minor,2,II,G#,68,415.3047,2,200,2^(2/12),M2,240,Blue,#0000FF,"Reflective, Sensitive (safe processing)",−,Low
F#,Melodic Minor (Descending=Nat),Natural Minor,3,III,A,69,440.0,3,300,2^(3/12),m3,270,Violet,#8B00FF,"Creative, Inspired → Imagination",+,Med
F#,Melodic Minor (Descending=Nat),Natural Minor,4,IV,B,71,493.8833,5,500,2^(5/12),P4,330,Rose,#FF007F,"Proud, Confident → Claim",++,Med-High
F#,Melodic Minor (Descending=Nat),Natural Minor,5,V,C#,73,554.36526,7,700,2^(7/12),P5,30,Orange,#FFA500,"Energetic, Provoked → Drive",+,High
F#,Melodic Minor (Descending=Nat),Natural Minor,6,VI,D,74,587.32954,8,800,2^(8/12),m6,60,Yellow,#FFFF00,"Joyful, Optimistic → Shine",++,Med-High
F#,Melodic Minor (Descending=Nat),Natural Minor,7,VII,E,76,659.25511,10,1000,2^(10/12),m7,120,Green,#00FF00,"Calm, Peaceful → Center",++,Low-Med
C#,Ionian (Major),Major,1,I,C#,61,277.18263,0,0,2^(0/12),P1,30,Orange,#FFA500,"Energetic, Provoked → Drive",+,High
C#,Ionian (Major),Major,2,II,D#,63,311.12698,2,200,2^(2/12),M2,90,Yellow-Green,#ADFF2F,"Playful, Curious → Exploration",+,Medium
C#,Ionian (Major),Major,3,III,F,65,349.22823,4,400,2^(4/12),M3,150,Spring Green,#00FF7F,"Trusting, Intimate → Bond",++,Low-Med
C#,Ionian (Major),Major,4,IV,F#,66,369.99442,5,500,2^(5/12),P4,180,Cyan,#00FFFF,"Content, Clear-minded → Stability",+,Low
C#,Ionian (Major),Major,5,V,G#,68,415.3047,7,700,2^(7/12),P5,240,Blue,#0000FF,"Reflective, Sensitive (safe processing)",−,Low
C#,Ionian (Major),Major,6,VI,A#,70,466.16376,9,900,2^(9/12),M6,300,Magenta,#FF00FF,"Loving, Thankful → Connection",++,Med
C#,Ionian (Major),Major,7,VII,C,72,523.25113,11,1100,2^(11/12),M7,0,Red,#FF0000,Angry → Courageous (assertive action),− → +,High
C#,Dorian,Dorian,1,I,C#,61,277.18263,0,0,2^(0/12),P1,30,Orange,#FFA500,"Energetic, Provoked → Drive",+,High
C#,Dorian,Dorian,2,II,D#,63,311.12698,2,200,2^(2/12),M2,90,Yellow-Green,#ADFF2F,"Playful, Curious → Exploration",+,Medium
C#,Dorian,Dorian,3,III,E,64,329.62756,3,300,2^(3/12),m3,120,Green,#00FF00,"Calm, Peaceful → Center",++,Low-Med
C#,Dorian,Dorian,4,IV,F#,66,369.99442,5,500,2^(5/12),P4,180,Cyan,#00FFFF,"Content, Clear-minded → Stability",+,Low
C#,Dorian,Dorian,5,V,G#,68,415.3047,7,700,2^(7/12),P5,240,Blue,#0000FF,"Reflective, Sensitive (safe processing)",−,Low
C#,Dorian,Dorian,6,VI,A#,70,466.16376,9,900,2^(9/12),M6,300,Magenta,#FF00FF,"Loving, Thankful → Connection",++,Med
C#,Dorian,Dorian,7,VII,B,71,493.8833,10,1000,2^(10/12),m7,330,Rose,#FF007F,"Proud, Confident → Claim",++,Med-High
C#,Phrygian,Phrygian,1,I,C#,61,277.18263,0,0,2^(0/12),P1,30,Orange,#FFA500,"Energetic, Provoked → Drive",+,High
C#,Phrygian,Phrygian,2,II,D,62,293.66477,1,100,2^(1/12),m2,60,Yellow,#FFFF00,"Joyful, Optimistic → Shine",++,Med-High
C#,Phrygian,Phrygian,3,III,E,64,329.62756,3,300,2^(3/12),m3,120,Green,#00FF00,"Calm, Peaceful → Center",++,Low-Med
C#,Phrygian,Phrygian,4,IV,F#,66,369.99442,5,500,2^(5/12),P4,180,Cyan,#00FFFF,"Content, Clear-minded → Stability",+,Low
C#,Phrygian,Phrygian,5,V,G#,68,415.3047,7,700,2^(7/12),P5,240,Blue,#0000FF,"Reflective, Sensitive (safe processing)",−,Low
C#,Phrygian,Phrygian,6,VI,A,69,440.0,8,800,2^(8/12),m6,270,Violet,#8B00FF,"Creative, Inspired → Imagination",+,Med
C#,Phrygian,Phrygian,7,VII,B,71,493.8833,10,1000,2^(10/12),m7,330,Rose,#FF007F,"Proud, Confident → Claim",++,Med-High
C#,Lydian,Lydian,1,I,C#,61,277.18263,0,0,2^(0/12),P1,30,Orange,#FFA500,"Energetic, Provoked → Drive",+,High
C#,Lydian,Lydian,2,II,D#,63,311.12698,2,200,2^(2/12),M2,90,Yellow-Green,#ADFF2F,"Playful, Curious → Exploration",+,Medium
C#,Lydian,Lydian,3,III,F,65,349.22823,4,400,2^(4/12),M3,150,Spring Green,#00FF7F,"Trusting, Intimate → Bond",++,Low-Med
C#,Lydian,Lydian,4,IV,G,67,391.99544,6,600,2^(6/12),TT,210,Azure,#007FFF,"Interested, Inquisitive → Focus",+,Med
C#,Lydian,Lydian,5,V,G#,68,415.3047,7,700,2^(7/12),P5,240,Blue,#0000FF,"Reflective, Sensitive (safe processing)",−,Low
C#,Lydian,Lydian,6,VI,A#,70,466.16376,9,900,2^(9/12),M6,300,Magenta,#FF00FF,"Loving, Thankful → Connection",++,Med
C#,Lydian,Lydian,7,VII,C,72,523.25113,11,1100,2^(11/12),M7,0,Red,#FF0000,Angry → Courageous (assertive action),− → +,High
C#,Mixolydian,Mixolydian,1,I,C#,61,277.18263,0,0,2^(0/12),P1,30,Orange,#FFA500,"Energetic, Provoked → Drive",+,High
C#,Mixolydian,Mixolydian,2,II,D#,63,311.12698,2,200,2^(2/12),M2,90,Yellow-Green,#ADFF2F,"Playful, Curious → Exploration",+,Medium
C#,Mixolydian,Mixolydian,3,III,F,65,349.22823,4,400,2^(4/12),M3,150,Spring Green,#00FF7F,"Trusting, Intimate → Bond",++,Low-Med
C#,Mixolydian,Mixolydian,4,IV,F#,66,369.99442,5,500,2^(5/12),P4,180,Cyan,#00FFFF,"Content, Clear-minded → Stability",+,Low
C#,Mixolydian,Mixolydian,5,V,G#,68,415.3047,7,700,2^(7/12),P5,240,Blue,#0000FF,"Reflective, Sensitive (safe processing)",−,Low
C#,Mixolydian,Mixolydian,6,VI,A#,70,466.16376,9,900,2^(9/12),M6,300,Magenta,#FF00FF,"Loving, Thankful → Connection",++,Med
C#,Mixolydian,Mixolydian,7,VII,B,71,493.8833,10,1000,2^(10/12),m7,330,Rose,#FF007F,"Proud, Confident → Claim",++,Med-High
C#,Aeolian (Natural Minor),Natural Minor,1,I,C#,61,277.18263,0,0,2^(0/12),P1,30,Orange,#FFA500,"Energetic, Provoked → Drive",+,High
C#,Aeolian (Natural Minor),Natural Minor,2,II,D#,63,311.12698,2,200,2^(2/12),M2,90,Yellow-Green,#ADFF2F,"Playful, Curious → Exploration",+,Medium
